kmer,hubness,count,k,community,count_fraction
CELL,0.009291500593495285,9,1,8,0.018292682926829267
MITOTIC,0.010176256765943241,6,1,8,0.012195121951219513
PROCESS,0.007254661720971371,6,1,8,0.012195121951219513
ACTIVITY,0.006892061827804452,6,1,8,0.012195121951219513
PROTEINS,0.010971514747816663,5,1,8,0.01016260162601626
1,0.010636654471462647,5,1,8,0.01016260162601626
G2,0.009384379516931865,5,1,8,0.01016260162601626
ANTIGEN,0.009146875139716917,5,1,8,0.01016260162601626
PROCESSING,0.008626521395523275,5,1,8,0.01016260162601626
RESPONSE,0.008242263995331647,5,1,8,0.01016260162601626
CELLULAR,0.008191120172653148,5,1,8,0.01016260162601626
PROTEASOME,0.006486976940047444,5,1,8,0.01016260162601626
APC,0.011585072783573024,4,1,8,0.008130081300813009
NF,0.011138917377981297,4,1,8,0.008130081300813009
HEDGEHOG,0.010332135678109658,4,1,8,0.008130081300813009
G1,0.01021942420646302,4,1,8,0.008130081300813009
PRESENTATION,0.009772643309914527,4,1,8,0.008130081300813009
CATABOLIC,0.0063054849936725575,4,1,8,0.008130081300813009
ACTIVATION,0.01124469424104868,3,1,8,0.006097560975609756
DNA,0.011016633017648596,3,1,8,0.006097560975609756
B,0.010912296518994188,3,1,8,0.006097560975609756
KB,0.010826756008850788,3,1,8,0.006097560975609756
STATE,0.010792609342201413,3,1,8,0.006097560975609756
EXPRESSION,0.010207059373174407,3,1,8,0.006097560975609756
INTERLEUKIN,0.009969589507455051,3,1,8,0.006097560975609756
RECEPTOR,0.00994694468311536,3,1,8,0.006097560975609756
DIFFERENTIATION,0.009882380750119048,3,1,8,0.006097560975609756
CHECKPOINTS,0.009395173300223046,3,1,8,0.006097560975609756
PATHWAY,0.009134566297895845,3,1,8,0.006097560975609756
CYCLE,0.008448068046864076,3,1,8,0.006097560975609756
MORPHOGENESIS,0.008201297674105691,3,1,8,0.006097560975609756
MEDIATED DEGRADATION,0.011685994394310804,4,2,8,0.008130081300813009
ANTIGEN PROCESSING,0.008848725985322117,4,2,8,0.008130081300813009
CATABOLIC PROCESS,0.0063054849936725575,4,2,8,0.008130081300813009
NF KB,0.010826756008850788,3,2,8,0.006097560975609756
INTERLEUKIN 1,0.009969589507455051,3,2,8,0.006097560975609756
CELL DIFFERENTIATION,0.009882380750119048,3,2,8,0.006097560975609756
CELL CYCLE,0.008448068046864076,3,2,8,0.006097560975609756
REGULATION CELLULAR,0.008043130249668228,3,2,8,0.006097560975609756
BINDING,0.006950747592622088,46,1,9,0.09349593495934959
REGULATION,0.00622118075484083,37,1,9,0.07520325203252033
ACTIVITY,0.0032271437808956945,31,1,9,0.06300813008130081
LIPID,0.010012962336832217,28,1,9,0.056910569105691054
PROCESS,0.008138666213071436,28,1,9,0.056910569105691054
LIPOPROTEIN,0.00452460328168163,19,1,9,0.03861788617886179
METABOLIC,0.009175799028136202,15,1,9,0.03048780487804878
PARTICLE,0.0025163781776115232,15,1,9,0.03048780487804878
PHOSPHATIDYLINOSITOL,0.011338162107741937,12,1,9,0.024390243902439025
CLEARANCE,0.0037890852123809815,12,1,9,0.024390243902439025
RECEPTOR,0.0024201509810132557,12,1,9,0.024390243902439025
TRANSPORTER,0.005765463865320981,10,1,9,0.02032520325203252
DENSITY,0.0025178128138830577,10,1,9,0.02032520325203252
TRANSPORT,0.009898034470964285,9,1,9,0.018292682926829267
POSITIVE,0.006976381687738581,8,1,9,0.016260162601626018
LOW,0.0025167303073080874,8,1,9,0.016260162601626018
REMODELING,0.008005421844552664,7,1,9,0.014227642276422764
NEGATIVE,0.00633674447239256,7,1,9,0.014227642276422764
CHOLESTEROL,0.004847534747858747,7,1,9,0.014227642276422764
LIPASE,0.003271208709435796,7,1,9,0.014227642276422764
TRIGLYCERIDE,0.0020385788390809216,7,1,9,0.014227642276422764
CATABOLIC,0.008108540974418437,6,1,9,0.012195121951219513
PHOSPHOLIPID,0.007781982580243271,6,1,9,0.012195121951219513
BIOSYNTHETIC,0.006198246705961262,6,1,9,0.012195121951219513
ASSEMBLY,0.0061482502608852995,6,1,9,0.012195121951219513
PROTEIN,0.005520226179235127,6,1,9,0.012195121951219513
COMPLEX,0.00522052294393896,6,1,9,0.012195121951219513
STEROL,0.010573689911087685,5,1,9,0.01016260162601626
PHOSPHATE,0.009233954944719057,5,1,9,0.01016260162601626
PLASMA,0.008935655368847205,5,1,9,0.01016260162601626
4,0.008570744761990235,5,1,9,0.01016260162601626
5,0.007796722193830652,5,1,9,0.01016260162601626
3,0.0061940790175785635,5,1,9,0.01016260162601626
ORGANIZATION,0.0037977463386134024,5,1,9,0.01016260162601626
ACID,0.0033957349781544286,5,1,9,0.01016260162601626
CELL,0.0015171174888457713,5,1,9,0.01016260162601626
RECEPTORS,0.00114488530977686,5,1,9,0.01016260162601626
1,0.001125877820849835,5,1,9,0.01016260162601626
NEF,0.00039930103549152163,5,1,9,0.01016260162601626
BISPHOSPHATE,0.01523154443109365,4,1,9,0.008130081300813009
ALCOHOL,0.012651631303041935,4,1,9,0.008130081300813009
STORAGE,0.004599232219265406,4,1,9,0.008130081300813009
DEPENDENT,0.0024018196114843253,4,1,9,0.008130081300813009
ACTIVATOR,0.0022472441326511737,4,1,9,0.008130081300813009
CLASS,0.001207960333198086,4,1,9,0.008130081300813009
AMYLOID,0.0010194400253477967,4,1,9,0.008130081300813009
MEDIATED,0.0008206740898313193,4,1,9,0.008130081300813009
NEUTRAL,0.011028078620794654,3,1,9,0.006097560975609756
CHYLOMICRON,0.005575994792640308,3,1,9,0.006097560975609756
MEMBRANE,0.003084470303430835,3,1,9,0.006097560975609756
HDL,0.0030364124250977314,3,1,9,0.006097560975609756
INHIBITOR,0.0023810592433031706,3,1,9,0.006097560975609756
APOLIPOPROTEIN,0.002349222503042135,3,1,9,0.006097560975609756
CERAMIDE,0.001846645163606517,3,1,9,0.006097560975609756
SEQUESTERING,0.0016958309407240485,3,1,9,0.006097560975609756
SCAVENGING,0.0016026164641824757,3,1,9,0.006097560975609756
PHOSPHOLIPASE,0.0011240289167841417,3,1,9,0.006097560975609756
CHAIN,0.0010531484533930838,3,1,9,0.006097560975609756
CLATHRIN,0.0010208101189616476,3,1,9,0.006097560975609756
ADAPTOR,0.0008596512385690723,3,1,9,0.006097560975609756
DOWN,0.0005140875040677535,3,1,9,0.006097560975609756
METABOLIC PROCESS,0.009175799028136202,15,2,9,0.03048780487804878
LIPOPROTEIN PARTICLE,0.002619410687922315,13,2,9,0.026422764227642278
REGULATION LIPID,0.012431111877256078,11,2,9,0.022357723577235773
TRANSPORTER ACTIVITY,0.005765463865320981,10,2,9,0.02032520325203252
DENSITY LIPOPROTEIN,0.0025178128138830577,10,2,9,0.02032520325203252
POSITIVE REGULATION,0.006976381687738581,8,2,9,0.016260162601626018
LOW DENSITY,0.0025167303073080874,8,2,9,0.016260162601626018
NEGATIVE REGULATION,0.00633674447239256,7,2,9,0.014227642276422764
CATABOLIC PROCESS,0.008108540974418437,6,2,9,0.012195121951219513
BIOSYNTHETIC PROCESS,0.006198246705961262,6,2,9,0.012195121951219513
PHOSPHATE BINDING,0.009233954944719057,5,2,9,0.01016260162601626
PARTICLE RECEPTOR,0.0026350579531340987,5,2,9,0.01016260162601626
PARTICLE CLEARANCE,0.002191554252131946,5,2,9,0.01016260162601626
BISPHOSPHATE BINDING,0.01523154443109365,4,2,9,0.008130081300813009
LIPID METABOLIC,0.014614391839870327,4,2,9,0.008130081300813009
LIPID TRANSPORT,0.012197080519595992,4,2,9,0.008130081300813009
PLASMA LIPOPROTEIN,0.010309475323775196,4,2,9,0.008130081300813009
PHOSPHATIDYLINOSITOL 3,0.007556372090168944,4,2,9,0.008130081300813009
REGULATION CHOLESTEROL,0.003996667118586846,4,2,9,0.008130081300813009
RECEPTOR BINDING,0.0033500416148129005,4,2,9,0.008130081300813009
ACTIVATOR ACTIVITY,0.0022472441326511737,4,2,9,0.008130081300813009
RECEPTOR ACTIVITY,0.0016673123562871298,4,2,9,0.008130081300813009
NEUTRAL LIPID,0.011028078620794654,3,2,9,0.006097560975609756
LIPID CATABOLIC,0.00980327197540472,3,2,9,0.006097560975609756
4 5,0.00959805007001948,3,2,9,0.006097560975609756
3 4,0.005595909632775373,3,2,9,0.006097560975609756
LIPASE ACTIVITY,0.0037157544441521837,3,2,9,0.006097560975609756
CHOLESTEROL STORAGE,0.0036863592980446573,3,2,9,0.006097560975609756
REGULATION LOW,0.0030186694184631316,3,2,9,0.006097560975609756
INHIBITOR ACTIVITY,0.0023810592433031706,3,2,9,0.006097560975609756
COMPLEX BINDING,0.002353352940739849,3,2,9,0.006097560975609756
SEQUESTERING TRIGLYCERIDE,0.0016958309407240485,3,2,9,0.006097560975609756
SCAVENGING CLASS,0.0016026164641824757,3,2,9,0.006097560975609756
NEF MEDIATED,0.0003693091888366832,3,2,9,0.006097560975609756
DENSITY LIPOPROTEIN PARTICLE,0.0024304561431463473,9,3,9,0.018292682926829267
LOW DENSITY LIPOPROTEIN,0.0025167303073080874,8,3,9,0.016260162601626018
LIPOPROTEIN PARTICLE RECEPTOR,0.0026350579531340987,5,3,9,0.01016260162601626
LIPOPROTEIN PARTICLE CLEARANCE,0.002191554252131946,5,3,9,0.01016260162601626
LIPID METABOLIC PROCESS,0.014614391839870327,4,3,9,0.008130081300813009
REGULATION LIPID TRANSPORT,0.01404447538870888,3,3,9,0.006097560975609756
REGULATION LIPID METABOLIC,0.013631337798885557,3,3,9,0.006097560975609756
POSITIVE REGULATION LIPID,0.013151798178082187,3,3,9,0.006097560975609756
NEGATIVE REGULATION LIPID,0.009826899392985556,3,3,9,0.006097560975609756
LIPID CATABOLIC PROCESS,0.00980327197540472,3,3,9,0.006097560975609756
REGULATION LOW DENSITY,0.0030186694184631316,3,3,9,0.006097560975609756
SIGNALING,0.005826550161507254,94,1,10,0.1910569105691057
BINDING,0.003048848364547795,26,1,10,0.052845528455284556
RECEPTOR,0.0048993685520209145,24,1,10,0.04878048780487805
ACTIVATION,0.0030594509469648225,22,1,10,0.044715447154471545
MEDIATED,0.0059292135501038245,19,1,10,0.03861788617886179
CANCER,0.005943218116839433,14,1,10,0.028455284552845527
PATHWAY,0.004170223314383205,14,1,10,0.028455284552845527
REGULATION,0.005596696631743757,13,1,10,0.026422764227642278
CELL,0.003065287394423164,12,1,10,0.024390243902439025
KINASE,0.0014921638070694912,12,1,10,0.024390243902439025
PI3K,0.004909856952935662,11,1,10,0.022357723577235773
EVENTS,0.0024462521965829148,11,1,10,0.022357723577235773
ACTIVITY,0.0015273783241332634,11,1,10,0.022357723577235773
ACTIVATED,0.005545713107568228,10,1,10,0.02032520325203252
GROWTH,0.004673315642563468,10,1,10,0.02032520325203252
FGFR1,0.007395097221690626,9,1,10,0.018292682926829267
FACTOR,0.004900392236104243,9,1,10,0.018292682926829267
LIGAND,0.004437604159456581,9,1,10,0.018292682926829267
MAPK,0.004168458823040056,9,1,10,0.018292682926829267
INTERLEUKIN,0.0034379012654044984,9,1,10,0.018292682926829267
RAS,0.002674596629402776,9,1,10,0.018292682926829267
FGFR2,0.009435824235205767,8,1,10,0.016260162601626018
INSULIN,0.00616761954614247,8,1,10,0.016260162601626018
SIGNALLING,0.005090183979826825,8,1,10,0.016260162601626018
ACTIVATES,0.00177861478661271,8,1,10,0.016260162601626018
3,0.0014145288888027926,8,1,10,0.016260162601626018
NEGATIVE,0.00755346556003575,7,1,10,0.014227642276422764
ERBB2,0.0027172182483367717,7,1,10,0.014227642276422764
PHOSPHATIDYLINOSITOL,0.0008974718441452541,7,1,10,0.014227642276422764
FGFR4,0.008225499355837744,6,1,10,0.012195121951219513
DOWNSTREAM,0.008199766240413998,6,1,10,0.012195121951219513
FGFR3,0.007893882831138056,6,1,10,0.012195121951219513
SHC,0.006555659285953016,6,1,10,0.012195121951219513
EGFR,0.0039106287001782316,6,1,10,0.012195121951219513
MET,0.002242064420989764,6,1,10,0.012195121951219513
AKT,0.006420212891250965,5,1,10,0.01016260162601626
SIGNAL,0.00486508704314215,5,1,10,0.01016260162601626
TYROSINE,0.0048134487645410855,5,1,10,0.01016260162601626
FAMILY,0.004061313150560012,5,1,10,0.01016260162601626
SIGNALS,0.0024227536961465746,5,1,10,0.01016260162601626
FRS,0.008947762034594249,4,1,10,0.008130081300813009
DISEASE,0.008692323331434978,4,1,10,0.008130081300813009
3K,0.008174472733281285,4,1,10,0.008130081300813009
PI,0.008174472733281285,4,1,10,0.008130081300813009
CASCADE,0.007098619580951087,4,1,10,0.008130081300813009
1,0.006919448124718091,4,1,10,0.008130081300813009
FIBROBLAST,0.004804123989890929,4,1,10,0.008130081300813009
C,0.003520146957347453,4,1,10,0.008130081300813009
PHOSPHOLIPASE,0.003520146957347453,4,1,10,0.008130081300813009
NTRK2,0.003263992110429708,4,1,10,0.008130081300813009
RESPONSE,0.0028818910258911396,4,1,10,0.008130081300813009
ERBB4,0.00267954215615055,4,1,10,0.008130081300813009
ERYTHROPOIETIN,0.002509043361782523,4,1,10,0.008130081300813009
CD28,0.00239604195980061,4,1,10,0.008130081300813009
PROTEIN,0.0019524597474845778,4,1,10,0.008130081300813009
ADAPTOR,0.0018435952181728248,4,1,10,0.008130081300813009
INTERACTIONS,0.0017020523360791358,4,1,10,0.008130081300813009
TRANSDUCTION,0.007086551815884798,3,1,10,0.006097560975609756
KINASES,0.006563663402010288,3,1,10,0.006097560975609756
MYELOID,0.0037779341457076857,3,1,10,0.006097560975609756
NEUROTROPHIN,0.0036355379100356973,3,1,10,0.006097560975609756
SHC1,0.0035475519183226956,3,1,10,0.006097560975609756
MUTANTS,0.0033526921640431562,3,1,10,0.006097560975609756
NTRK3,0.002730154955308569,3,1,10,0.006097560975609756
DEPENDENT,0.001687402568724599,3,1,10,0.006097560975609756
2,0.001470871885196764,3,1,10,0.006097560975609756
GAMMA,0.001407704243195658,3,1,10,0.006097560975609756
SIGNALING PATHWAY,0.0049383454738086445,10,2,10,0.02032520325203252
GROWTH FACTOR,0.004900392236104243,9,2,10,0.018292682926829267
BINDING ACTIVATION,0.004356218307504844,8,2,10,0.016260162601626018
LIGAND BINDING,0.004356218307504844,8,2,10,0.016260162601626018
RECEPTOR BINDING,0.003178626543077238,8,2,10,0.016260162601626018
3 KINASE,0.0010120460367486646,7,2,10,0.014227642276422764
NEGATIVE REGULATION,0.008600889985685893,6,2,10,0.012195121951219513
PI3K AKT,0.006420212891250965,5,2,10,0.01016260162601626
PHOSPHATIDYLINOSITOL 3,0.0008865931018033259,5,2,10,0.01016260162601626
DOWNSTREAM SIGNALING,0.010605357247705699,4,2,10,0.008130081300813009
SIGNALING ACTIVATED,0.010605357247705699,4,2,10,0.008130081300813009
FRS MEDIATED,0.008947762034594249,4,2,10,0.008130081300813009
SHC MEDIATED,0.008390396213973868,4,2,10,0.008130081300813009
PI 3K,0.008174472733281285,4,2,10,0.008130081300813009
INSULIN RECEPTOR,0.007532529344076595,4,2,10,0.008130081300813009
FIBROBLAST GROWTH,0.004804123989890929,4,2,10,0.008130081300813009
FACTOR RECEPTOR,0.004575661680706904,4,2,10,0.008130081300813009
MAPK SIGNALING,0.0035433399041675043,4,2,10,0.008130081300813009
PHOSPHOLIPASE C,0.003520146957347453,4,2,10,0.008130081300813009
ERBB2 SIGNALING,0.0026119852889750837,4,2,10,0.008130081300813009
EVENTS ERBB2,0.0026119852889750837,4,2,10,0.008130081300813009
MET ACTIVATES,0.0019027108095970833,4,2,10,0.008130081300813009
ADAPTOR ACTIVITY,0.0018435952181728248,4,2,10,0.008130081300813009
KINASE ACTIVITY,0.0017042799015992822,4,2,10,0.008130081300813009
MEDIATED ACTIVATION,0.0015921119546646806,4,2,10,0.008130081300813009
FGFR1 SIGNALING,0.007218714942422547,3,2,10,0.006097560975609756
SIGNAL TRANSDUCTION,0.007086551815884798,3,2,10,0.006097560975609756
RECEPTOR TYROSINE,0.006805256500426762,3,2,10,0.006097560975609756
AKT SIGNALING,0.005678083893753776,3,2,10,0.006097560975609756
SHC1 EVENTS,0.0035475519183226956,3,2,10,0.006097560975609756
ACTIVATED NTRK2,0.0026514298924291252,3,2,10,0.006097560975609756
NTRK2 SIGNALS,0.0026514298924291252,3,2,10,0.006097560975609756
TYROSINE KINASE,0.0019689465589223486,3,2,10,0.006097560975609756
KINASE BINDING,0.0018842219739606994,3,2,10,0.006097560975609756
ERYTHROPOIETIN ACTIVATES,0.0017402046508200794,3,2,10,0.006097560975609756
INTERLEUKIN 2,0.001470871885196764,3,2,10,0.006097560975609756
LIGAND BINDING ACTIVATION,0.004356218307504844,8,3,10,0.016260162601626018
PHOSPHATIDYLINOSITOL 3 KINASE,0.0008865931018033259,5,3,10,0.01016260162601626
DOWNSTREAM SIGNALING ACTIVATED,0.010605357247705699,4,3,10,0.008130081300813009
FIBROBLAST GROWTH FACTOR,0.004804123989890929,4,3,10,0.008130081300813009
FACTOR RECEPTOR BINDING,0.004575661680706904,4,3,10,0.008130081300813009
GROWTH FACTOR RECEPTOR,0.004575661680706904,4,3,10,0.008130081300813009
EVENTS ERBB2 SIGNALING,0.0026119852889750837,4,3,10,0.008130081300813009
PI3K AKT SIGNALING,0.005678083893753776,3,3,10,0.006097560975609756
ACTIVATED NTRK2 SIGNALS,0.0026514298924291252,3,3,10,0.006097560975609756
ACTIVITY,0.002697856999237237,214,1,11,0.4349593495934959
TRANSMEMBRANE,0.003190567343570647,115,1,11,0.23373983739837398
TRANSPORTER,0.0029582244328675063,104,1,11,0.21138211382113822
CHANNEL,0.002882397926058192,66,1,11,0.13414634146341464
ION,0.0038727970040563393,57,1,11,0.11585365853658537
TRANSPORT,0.003525984478825727,57,1,11,0.11585365853658537
BINDING,0.0005776375507694742,33,1,11,0.06707317073170732
GATED,0.0035163743906778335,31,1,11,0.06300813008130081
CALCIUM,0.0016798844788799177,30,1,11,0.06097560975609756
REGULATION,0.0029245752563897645,28,1,11,0.056910569105691054
SODIUM,0.0017375185960314256,28,1,11,0.056910569105691054
CATION,0.004201001301293617,26,1,11,0.052845528455284556
ACID,0.0029807497496908003,24,1,11,0.04878048780487805
MUSCLE,0.0017777019289760719,24,1,11,0.04878048780487805
SYMPORTER,0.0025561512655460457,21,1,11,0.042682926829268296
POTASSIUM,0.00369421605410842,20,1,11,0.04065040650406504
CELL,0.0013237582503689174,20,1,11,0.04065040650406504
ANION,0.0034990579364640845,18,1,11,0.036585365853658534
CARDIAC,0.0020157150803244823,18,1,11,0.036585365853658534
RECEPTOR,0.0008585573882298515,16,1,11,0.032520325203252036
RESPONSE,0.00042304070841169315,15,1,11,0.03048780487804878
ORGANIC,0.0038237459191711337,14,1,11,0.028455284552845527
VOLTAGE,0.004445797691653526,13,1,11,0.026422764227642278
AMINO,0.0031496655371423066,13,1,11,0.026422764227642278
MEMBRANE,0.0025005000804106414,13,1,11,0.026422764227642278
CHLORIDE,0.0015006760450159103,13,1,11,0.026422764227642278
POTENTIAL,0.0014930971735806922,13,1,11,0.026422764227642278
GLUTAMATE,0.0008452098111791703,13,1,11,0.026422764227642278
ACTION,0.0014498415559883304,12,1,11,0.024390243902439025
ANTIPORTER,0.0022269075224345958,11,1,11,0.022357723577235773
LIGAND,0.0035382671566745153,9,1,11,0.018292682926829267
NEUROTRANSMITTER,0.0019758593169441315,9,1,11,0.018292682926829267
PROTON,0.0015394297000114446,9,1,11,0.018292682926829267
L,0.0010772140132970813,9,1,11,0.018292682926829267
SIGNALING,0.001208457305013216,8,1,11,0.016260162601626018
COMPOUND,0.0010818007983573318,8,1,11,0.016260162601626018
PROTEIN,0.0003499782842152204,8,1,11,0.016260162601626018
INORGANIC,0.005548392726050059,7,1,11,0.014227642276422764
METAL,0.0032349096959094774,7,1,11,0.014227642276422764
CHANNELS,0.00320524765519177,7,1,11,0.014227642276422764
CARBOHYDRATE,0.0014359975110473226,7,1,11,0.014227642276422764
NEGATIVE,0.0013992285039687291,7,1,11,0.014227642276422764
ACETYLCHOLINE,0.0007719103757722993,7,1,11,0.014227642276422764
ZINC,0.0005736912894070305,7,1,11,0.014227642276422764
NUCLEOTIDE,0.0005698015655709319,7,1,11,0.014227642276422764
CONTRACTION,0.0032115759893744517,6,1,11,0.012195121951219513
REGULATOR,0.0023803888122501497,6,1,11,0.012195121951219513
PHASE,0.00215790181892584,6,1,11,0.012195121951219513
TRANSPORTERS,0.0011375246319508408,6,1,11,0.012195121951219513
ACTIVATED,0.0009967370641086916,6,1,11,0.012195121951219513
INVOLVED,0.0009507867002407772,6,1,11,0.012195121951219513
RECEPTORS,0.0006506682157949956,6,1,11,0.012195121951219513
PHOSPHATE,0.0005801490055889468,6,1,11,0.012195121951219513
SOLUTE,0.004639189685129514,5,1,11,0.01016260162601626
ACROSS,0.004043232479498868,5,1,11,0.01016260162601626
PLASMA,0.004043232479498868,5,1,11,0.01016260162601626
CELLULAR,0.002058427581903138,5,1,11,0.01016260162601626
REPOLARIZATION,0.001959988802602231,5,1,11,0.01016260162601626
DEPOLARIZATION,0.001055165428642851,5,1,11,0.01016260162601626
CONTAINING,0.000766768810882993,5,1,11,0.01016260162601626
PROCESS,0.0007064099523180615,5,1,11,0.01016260162601626
PURINE,0.0007010157169352443,5,1,11,0.01016260162601626
COUPLED,0.0004945628530046208,5,1,11,0.01016260162601626
INHIBITOR,0.00048686772236714634,5,1,11,0.01016260162601626
ACTIVE,0.007224654652899905,4,1,11,0.008130081300813009
HOMEOSTASIS,0.005754389800786882,4,1,11,0.008130081300813009
MEDIATED,0.004141560867053432,4,1,11,0.008130081300813009
ACIDS,0.0035483354504286095,4,1,11,0.008130081300813009
POSITIVE,0.003164979260785436,4,1,11,0.008130081300813009
SEQUESTERING,0.0014370160359534333,4,1,11,0.008130081300813009
INTRACELLULAR,0.0011955440185252356,4,1,11,0.008130081300813009
VENTRICULAR,0.0010351858308554364,4,1,11,0.008130081300813009
BICARBONATE,0.0010337021106488267,4,1,11,0.008130081300813009
NMDA,0.0007384788946275426,4,1,11,0.008130081300813009
NUCLEOBASE,0.0006769736201847795,4,1,11,0.008130081300813009
ACTIVATION,0.0006126494917181907,4,1,11,0.008130081300813009
1,0.0004917133911634302,4,1,11,0.008130081300813009
VITAMIN,0.0004273065303590602,4,1,11,0.008130081300813009
METABOLISM,0.00021557406983473907,4,1,11,0.008130081300813009
MOLECULES,0.00534827952964461,3,1,11,0.006097560975609756
SECONDARY,0.0053210112307416355,3,1,11,0.006097560975609756
NEURONAL,0.0038118472681723803,3,1,11,0.006097560975609756
RECTIFIER,0.002718823590321597,3,1,11,0.006097560975609756
EXTRACELLULAR,0.0025221844564547093,3,1,11,0.006097560975609756
BILE,0.0020181604189426386,3,1,11,0.006097560975609756
CARDIOMYOPATHY,0.0015075467234542863,3,1,11,0.006097560975609756
RELEASE,0.0012957228446405524,3,1,11,0.006097560975609756
EXCHANGERS,0.0009450529443607076,3,1,11,0.006097560975609756
P,0.0008266123670345496,3,1,11,0.006097560975609756
MONOCARBOXYLATE,0.000818058165117084,3,1,11,0.006097560975609756
CA2PLUS,0.0007925080695697226,3,1,11,0.006097560975609756
IONOTROPIC,0.000792331836230252,3,1,11,0.006097560975609756
MITOCHONDRIAL,0.0007084056676869209,3,1,11,0.006097560975609756
GABA,0.0007049714507777654,3,1,11,0.006097560975609756
INTERACTIONS,0.0006247712365500363,3,1,11,0.006097560975609756
HEXOSE,0.0006156795676034126,3,1,11,0.006097560975609756
SYNAPTIC,0.0006004560319089547,3,1,11,0.006097560975609756
SELECTIVE,0.0005982941971833211,3,1,11,0.006097560975609756
HIGHLY,0.0005981751875511263,3,1,11,0.006097560975609756
NICOTINIC,0.0005981751875511263,3,1,11,0.006097560975609756
PERMEABLE,0.0005981751875511263,3,1,11,0.006097560975609756
GLYCINE,0.0005687986430926666,3,1,11,0.006097560975609756
CYCLIC,0.0005312740252916025,3,1,11,0.006097560975609756
ATP,0.00048687673439117224,3,1,11,0.006097560975609756
RELAXATION,0.0004321623129152769,3,1,11,0.006097560975609756
MYOCYTE,0.00040293811732589204,3,1,11,0.006097560975609756
PURKINJE,0.00040293811732589204,3,1,11,0.006097560975609756
CGMP,0.00035242549933548004,3,1,11,0.006097560975609756
FAMILY,0.00033861160566022895,3,1,11,0.006097560975609756
METABOLIC,0.00022057121628749318,3,1,11,0.006097560975609756
TRANSPORTER ACTIVITY,0.0029582244328675063,104,2,11,0.21138211382113822
TRANSMEMBRANE TRANSPORTER,0.0028548216018100766,101,2,11,0.20528455284552846
CHANNEL ACTIVITY,0.003109551806906025,52,2,11,0.10569105691056911
SYMPORTER ACTIVITY,0.0025561512655460457,21,2,11,0.042682926829268296
CARDIAC MUSCLE,0.0015987344774933254,17,2,11,0.034552845528455285
ACID TRANSMEMBRANE,0.0029385275997694236,15,2,11,0.03048780487804878
MUSCLE CELL,0.0015683338788024916,15,2,11,0.03048780487804878
ION TRANSMEMBRANE,0.00723618021649923,14,2,11,0.028455284552845527
TRANSMEMBRANE TRANSPORT,0.005612733051986186,14,2,11,0.028455284552845527
ION CHANNEL,0.003763794000547963,14,2,11,0.028455284552845527
VOLTAGE GATED,0.004445797691653526,13,2,11,0.026422764227642278
AMINO ACID,0.0026675244256572444,12,2,11,0.024390243902439025
ACTION POTENTIAL,0.0014498415559883304,12,2,11,0.024390243902439025
ANTIPORTER ACTIVITY,0.0022269075224345958,11,2,11,0.022357723577235773
POTASSIUM CHANNEL,0.003913101843336531,10,2,11,0.02032520325203252
LIGAND GATED,0.0035382671566745153,9,2,11,0.018292682926829267
GATED ION,0.004472818765976554,8,2,11,0.016260162601626018
CALCIUM CHANNEL,0.0014448704339496434,8,2,11,0.016260162601626018
RECEPTOR ACTIVITY,0.0011338440674177,8,2,11,0.016260162601626018
GLUTAMATE RECEPTOR,0.0008771178546781792,8,2,11,0.016260162601626018
CALCIUM ION,0.0029404315458786963,7,2,11,0.014227642276422764
SODIUM SYMPORTER,0.0026294367897048876,7,2,11,0.014227642276422764
NEGATIVE REGULATION,0.0013992285039687291,7,2,11,0.014227642276422764
CATION CHANNEL,0.0057433410440151066,6,2,11,0.012195121951219513
ION TRANSPORT,0.00464151126551555,6,2,11,0.012195121951219513
CHANNEL REGULATOR,0.0023803888122501497,6,2,11,0.012195121951219513
REGULATOR ACTIVITY,0.0023803888122501497,6,2,11,0.012195121951219513
CELL ACTION,0.0017890609760466637,6,2,11,0.012195121951219513
SODIUM CHANNEL,0.0013853431375120161,6,2,11,0.012195121951219513
CHLORIDE CHANNEL,0.001275039304208386,6,2,11,0.012195121951219513
ACROSS PLASMA,0.004043232479498868,5,2,11,0.01016260162601626
PLASMA MEMBRANE,0.004043232479498868,5,2,11,0.01016260162601626
ACID TRANSPORT,0.003952074002669588,5,2,11,0.01016260162601626
METAL ION,0.0035733259737314262,5,2,11,0.01016260162601626
MUSCLE CONTRACTION,0.0030120678504861774,5,2,11,0.01016260162601626
GATED CALCIUM,0.001764872511012427,5,2,11,0.01016260162601626
COMPOUND TRANSMEMBRANE,0.0013367945021797857,5,2,11,0.01016260162601626
CONTAINING COMPOUND,0.000766768810882993,5,2,11,0.01016260162601626
CHANNEL INHIBITOR,0.00048686772236714634,5,2,11,0.01016260162601626
INHIBITOR ACTIVITY,0.00048686772236714634,5,2,11,0.01016260162601626
RECEPTOR BINDING,0.0003088069350012117,5,2,11,0.01016260162601626
REGULATION ION,0.008197931536919195,4,2,11,0.008130081300813009
ANION TRANSMEMBRANE,0.007629311512550454,4,2,11,0.008130081300813009
ORGANIC ACID,0.007551892486263998,4,2,11,0.008130081300813009
CATION TRANSMEMBRANE,0.007497194228963767,4,2,11,0.008130081300813009
GATED CATION,0.005690678288933587,4,2,11,0.008130081300813009
GATED POTASSIUM,0.004679155171045653,4,2,11,0.008130081300813009
